Move,Score,Matrix,Direction
8,16,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 2, 2, 8]",down
1,0,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2]",down
3,4,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0]",left
4,4,"[4, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0]",up
5,4,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 2]",right
6,8,"[4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0]",left
7,12,"[0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 0, 4]",right
8,28,"[0, 0, 2, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0]",up
9,28,"[2, 0, 2, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2]",right
10,32,"[4, 8, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left
11,32,"[0, 0, 0, 0, 4, 2, 0, 0, 8, 0, 0, 0, 2, 8, 2, 0]",down
12,32,"[4, 2, 2, 0, 8, 8, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",up
13,56,"[0, 0, 4, 4, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 2, 0]",right
14,56,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 4, 16, 0, 0, 2, 4]",down
15,56,"[0, 0, 0, 0, 0, 2, 2, 4, 0, 0, 4, 16, 0, 0, 2, 4]",right
16,60,"[0, 0, 0, 0, 4, 4, 2, 0, 4, 16, 0, 0, 2, 4, 0, 0]",left
17,68,"[8, 4, 2, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2]",up
18,68,"[2, 8, 4, 2, 0, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 2]",right
19,68,"[2, 8, 4, 2, 2, 16, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2]",left
20,84,"[0, 0, 2, 0, 0, 0, 0, 0, 8, 8, 0, 0, 2, 16, 4, 4]",down
21,84,"[0, 0, 0, 2, 0, 0, 0, 0, 8, 8, 2, 0, 2, 16, 4, 4]",down
22,108,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 16, 2, 2, 2, 16, 8]",right
23,140,"[2, 2, 32, 2, 2, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 0]",up
1,0,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",down
2,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",left
3,0,"[0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0]",down
4,4,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 4, 4]",right
5,12,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 8]",right
6,16,"[0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 8]",right
7,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 16]",down
8,40,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 16]",down
1,0,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",down
3,4,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 4]",right
4,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 4, 4]",down
5,16,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8]",right
6,16,"[0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8]",right
7,16,"[0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 8]",right
8,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 16]",down
1,0,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
2,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2]",down
3,4,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2]",right
4,4,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0]",left
5,8,"[4, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
6,8,"[0, 0, 4, 2, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2]",right
7,8,"[4, 2, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0]",left
8,20,"[0, 0, 0, 0, 8, 0, 0, 0, 4, 2, 0, 0, 2, 4, 0, 0]",down
9,20,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 4, 2, 0, 0, 2, 4]",right
10,20,"[0, 2, 4, 8, 0, 0, 2, 2, 2, 0, 0, 4, 0, 0, 0, 0]",up
11,24,"[0, 2, 4, 8, 0, 0, 0, 4, 0, 2, 2, 4, 0, 0, 0, 0]",right
12,36,"[0, 4, 4, 8, 2, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0]",up
13,52,"[2, 4, 4, 16, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
14,64,"[0, 2, 8, 16, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",right
15,68,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 4, 8, 4]",down
16,68,"[2, 0, 0, 0, 0, 2, 0, 0, 16, 0, 0, 0, 4, 8, 4, 0]",left
17,68,"[0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 16, 0, 4, 8, 4]",right
18,72,"[0, 2, 8, 4, 0, 4, 2, 16, 0, 0, 0, 4, 0, 0, 0, 0]",up
19,72,"[2, 8, 4, 0, 4, 2, 16, 0, 4, 0, 0, 0, 0, 0, 0, 2]",left
20,80,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 8, 4, 0, 8, 2, 16, 2]",down
21,80,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 8, 4, 8, 2, 16, 2]",right
22,88,"[8, 4, 8, 4, 2, 0, 16, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up
23,88,"[8, 4, 8, 4, 0, 2, 16, 4, 0, 0, 0, 2, 0, 0, 2, 0]",right
24,88,"[8, 4, 8, 4, 4, 2, 16, 4, 0, 0, 0, 2, 0, 0, 0, 2]",right
25,88,"[8, 4, 8, 4, 4, 2, 16, 4, 2, 0, 0, 0, 2, 0, 0, 2]",left
26,92,"[8, 4, 8, 4, 4, 2, 16, 4, 0, 2, 0, 2, 0, 0, 0, 4]",right
27,96,"[8, 4, 8, 4, 4, 2, 16, 4, 4, 2, 0, 0, 4, 0, 0, 0]",left
28,96,"[8, 4, 8, 4, 4, 2, 16, 4, 2, 0, 4, 2, 0, 0, 0, 4]",right
29,96,"[8, 4, 8, 4, 4, 2, 16, 4, 2, 2, 4, 2, 0, 0, 0, 4]",right
30,100,"[8, 4, 8, 4, 4, 2, 16, 4, 4, 4, 2, 0, 4, 2, 0, 0]",left
31,108,"[8, 4, 8, 4, 8, 2, 16, 4, 4, 4, 2, 0, 2, 2, 0, 0]",up
32,132,"[16, 4, 8, 8, 4, 2, 16, 2, 2, 4, 2, 0, 0, 2, 0, 0]",up
33,132,"[0, 4, 0, 0, 16, 2, 8, 2, 4, 4, 16, 8, 2, 2, 2, 2]",down
34,132,"[16, 4, 8, 2, 4, 2, 16, 8, 2, 4, 2, 2, 2, 2, 0, 0]",up
35,136,"[0, 4, 0, 2, 16, 2, 8, 2, 4, 4, 16, 8, 4, 2, 2, 2]",down
36,148,"[2, 4, 0, 0, 0, 2, 8, 4, 16, 4, 16, 8, 8, 2, 2, 2]",down
37,148,"[2, 4, 0, 0, 2, 2, 8, 4, 16, 4, 16, 8, 8, 2, 2, 2]",down
38,152,"[0, 4, 2, 0, 4, 2, 8, 4, 16, 4, 16, 8, 8, 2, 2, 2]",down
39,156,"[4, 0, 4, 2, 4, 2, 8, 4, 16, 4, 16, 8, 0, 8, 2, 4]",right
40,164,"[2, 0, 4, 2, 0, 2, 8, 4, 8, 4, 16, 8, 16, 8, 2, 4]",down
41,164,"[0, 2, 4, 2, 2, 2, 8, 4, 8, 4, 16, 8, 16, 8, 2, 4]",down
42,168,"[2, 4, 2, 4, 4, 8, 4, 0, 8, 4, 16, 8, 16, 8, 2, 4]",left
43,168,"[2, 4, 2, 4, 2, 4, 8, 4, 8, 4, 16, 8, 16, 8, 2, 4]",right
44,204,"[2, 0, 2, 0, 4, 8, 8, 0, 8, 4, 16, 16, 16, 8, 2, 4]",down
45,256,"[4, 0, 0, 0, 4, 16, 2, 0, 8, 4, 32, 0, 16, 8, 2, 4]",left
46,312,"[0, 0, 2, 0, 0, 16, 2, 0, 0, 4, 32, 0, 32, 8, 2, 4]",down
47,312,"[0, 0, 0, 2, 2, 0, 16, 2, 0, 0, 4, 32, 32, 8, 2, 4]",right
48,312,"[0, 0, 2, 2, 0, 2, 16, 2, 0, 0, 4, 32, 32, 8, 2, 4]",right
49,316,"[0, 0, 0, 4, 2, 2, 16, 2, 0, 0, 4, 32, 32, 8, 2, 4]",right
50,320,"[0, 0, 0, 4, 2, 4, 16, 2, 0, 0, 4, 32, 32, 8, 2, 4]",right
51,320,"[4, 0, 0, 0, 2, 4, 16, 2, 4, 32, 0, 2, 32, 8, 2, 4]",left
52,320,"[0, 0, 2, 4, 2, 4, 16, 2, 0, 4, 32, 2, 32, 8, 2, 4]",right
53,320,"[2, 4, 0, 2, 2, 4, 16, 2, 4, 32, 2, 0, 32, 8, 2, 4]",left
54,320,"[0, 2, 4, 2, 2, 4, 16, 2, 2, 4, 32, 2, 32, 8, 2, 4]",right
55,320,"[2, 4, 2, 2, 2, 4, 16, 2, 2, 4, 32, 2, 32, 8, 2, 4]",left
56,324,"[2, 2, 4, 4, 2, 4, 16, 2, 2, 4, 32, 2, 32, 8, 2, 4]",right
57,336,"[4, 8, 0, 2, 2, 4, 16, 2, 2, 4, 32, 2, 32, 8, 2, 4]",left
58,336,"[2, 4, 8, 2, 2, 4, 16, 2, 2, 4, 32, 2, 32, 8, 2, 4]",right
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4]",left
2,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4]",right
3,0,"[0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",up
4,4,"[4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
5,4,"[0, 0, 0, 4, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 2]",right
6,4,"[4, 0, 0, 2, 4, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
7,4,"[0, 0, 4, 2, 0, 2, 4, 2, 0, 0, 0, 2, 0, 0, 0, 2]",right
8,4,"[4, 2, 0, 0, 2, 4, 2, 0, 2, 0, 0, 0, 2, 0, 2, 0]",left
9,12,"[4, 2, 4, 0, 4, 4, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",up
10,20,"[0, 4, 2, 4, 0, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0, 2]",right
11,24,"[0, 4, 2, 4, 0, 0, 0, 8, 0, 2, 0, 4, 0, 0, 0, 2]",right
12,24,"[0, 4, 2, 4, 2, 0, 0, 8, 0, 0, 2, 4, 0, 0, 0, 2]",right
13,24,"[4, 2, 4, 0, 2, 8, 0, 0, 2, 4, 0, 0, 2, 0, 0, 2]",left
14,28,"[0, 4, 2, 4, 0, 0, 2, 8, 0, 2, 2, 4, 0, 0, 0, 4]",right
15,40,"[0, 4, 4, 4, 0, 2, 2, 8, 0, 0, 0, 8, 0, 2, 0, 0]",up
16,60,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 4, 2, 16]",down
17,68,"[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 8, 0, 4, 2, 16]",right
18,72,"[0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 4, 8, 0, 4, 2, 16]",right
19,72,"[0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 4, 8, 0, 4, 2, 16]",right
20,72,"[0, 0, 0, 4, 0, 2, 0, 2, 0, 2, 4, 8, 0, 4, 2, 16]",right
21,76,"[0, 0, 0, 4, 0, 0, 0, 4, 2, 2, 4, 8, 0, 4, 2, 16]",right
22,132,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4, 0, 2, 4, 2, 32]",down
23,132,"[0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 2, 4, 2, 32]",left
24,132,"[0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 2, 4, 2, 4, 2, 32]",right
25,140,"[2, 2, 4, 4, 0, 4, 0, 4, 2, 0, 0, 32, 0, 0, 0, 0]",up
26,160,"[0, 0, 4, 8, 0, 0, 0, 8, 0, 0, 2, 32, 0, 0, 2, 0]",right
27,180,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 0, 2, 4, 32]",down
28,180,"[0, 0, 0, 0, 0, 0, 2, 0, 4, 16, 0, 0, 2, 4, 32, 0]",left
29,180,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 4, 16, 0, 2, 4, 32]",right
30,184,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 16, 0, 2, 4, 32]",right
31,184,"[0, 2, 0, 0, 4, 0, 0, 0, 2, 4, 16, 0, 2, 4, 32, 0]",left
32,184,"[0, 0, 0, 2, 0, 0, 2, 4, 0, 2, 4, 16, 0, 2, 4, 32]",right
33,196,"[0, 0, 2, 2, 0, 0, 0, 4, 0, 0, 2, 16, 0, 4, 8, 32]",down
1,0,"[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",right
3,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 4]",down
4,4,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0]",left
5,4,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 4]",right
6,8,"[0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 4, 0]",up
7,8,"[2, 4, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 0]",left
8,12,"[2, 4, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 0]",left
9,12,"[2, 4, 0, 0, 4, 0, 2, 0, 4, 2, 0, 0, 4, 0, 0, 0]",left
10,12,"[0, 0, 2, 4, 0, 0, 4, 2, 0, 0, 4, 2, 0, 2, 0, 4]",right
11,24,"[0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 2, 4, 0, 2, 8, 4]",down
12,36,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 4, 8, 4]",down
13,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8, 2, 4, 8, 4]",down
14,40,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 8, 2, 4, 8, 4]",right
15,44,"[4, 4, 4, 8, 0, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 0]",up
16,52,"[8, 4, 8, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0]",left
17,52,"[8, 4, 8, 0, 8, 4, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0]",left
18,80,"[0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 8, 2, 4, 8, 2, 0]",down
19,80,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 16, 8, 2, 0, 4, 8, 2]",right
20,100,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 16, 2, 0, 0, 4, 16, 4]",down
21,100,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 16, 2, 0, 4, 16, 4]",right
22,144,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 32, 4]",down
23,152,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 8, 32, 8]",down
24,156,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 8, 32, 8]",right
25,156,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 8, 32, 8]",down
26,164,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 8, 32, 8]",down
27,184,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 8, 32, 16]",down
28,184,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 8, 32, 16]",right
29,184,"[0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 4, 8, 32, 16]",right
30,188,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 8, 32, 16]",down
31,188,"[0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 2, 4, 4, 8, 32, 16]",right
32,188,"[0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 2, 4, 4, 8, 32, 16]",right
33,192,"[0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 2, 4, 4, 8, 32, 16]",right
34,200,"[0, 0, 0, 0, 2, 0, 0, 8, 2, 0, 2, 4, 4, 8, 32, 16]",down
35,204,"[0, 2, 0, 0, 2, 8, 0, 0, 4, 4, 0, 0, 4, 8, 32, 16]",left
36,212,"[2, 2, 32, 16, 8, 8, 0, 2, 0, 4, 0, 0, 0, 8, 0, 0]",up
37,232,"[0, 4, 32, 16, 0, 0, 16, 2, 0, 2, 0, 4, 0, 0, 0, 8]",right
38,232,"[2, 0, 0, 16, 0, 0, 0, 2, 0, 4, 32, 4, 0, 2, 16, 8]",down
39,232,"[2, 16, 2, 0, 2, 0, 0, 0, 4, 32, 4, 0, 2, 16, 8, 0]",left
40,232,"[0, 2, 16, 2, 0, 0, 2, 2, 0, 4, 32, 4, 0, 2, 16, 8]",right
41,236,"[0, 2, 16, 4, 0, 4, 2, 4, 0, 2, 32, 8, 0, 0, 16, 2]",up
42,244,"[0, 2, 16, 0, 0, 2, 2, 8, 0, 4, 32, 8, 0, 2, 16, 2]",down
43,248,"[2, 0, 16, 0, 0, 4, 2, 8, 0, 4, 32, 8, 0, 2, 16, 2]",down
44,272,"[0, 0, 16, 4, 0, 0, 2, 0, 0, 8, 32, 16, 2, 2, 16, 2]",down
45,272,"[2, 8, 16, 4, 0, 2, 2, 16, 0, 0, 32, 2, 2, 0, 16, 0]",up
46,276,"[2, 8, 16, 4, 0, 0, 4, 16, 0, 0, 32, 2, 2, 0, 2, 16]",right
47,280,"[2, 8, 16, 4, 4, 16, 0, 0, 32, 2, 0, 0, 4, 16, 0, 2]",left
48,280,"[2, 8, 0, 0, 4, 16, 0, 2, 32, 2, 0, 4, 4, 16, 16, 2]",down
49,312,"[2, 8, 2, 0, 4, 16, 2, 0, 32, 2, 4, 0, 4, 32, 2, 0]",left
50,316,"[2, 8, 0, 0, 4, 16, 4, 0, 32, 2, 4, 2, 4, 32, 2, 0]",down
51,324,"[2, 8, 0, 0, 4, 16, 2, 0, 32, 2, 8, 0, 4, 32, 2, 2]",down
52,328,"[2, 8, 0, 0, 4, 16, 2, 0, 32, 2, 8, 4, 4, 32, 4, 0]",left
53,328,"[2, 8, 2, 0, 4, 16, 2, 0, 32, 2, 8, 0, 4, 32, 4, 4]",down
54,332,"[2, 8, 0, 0, 4, 16, 4, 0, 32, 2, 8, 2, 4, 32, 4, 4]",down
55,340,"[2, 0, 2, 8, 0, 4, 16, 4, 32, 2, 8, 2, 0, 4, 32, 8]",right
56,340,"[0, 4, 2, 8, 0, 4, 16, 4, 2, 2, 8, 2, 32, 4, 32, 8]",down
57,348,"[0, 0, 2, 8, 2, 8, 16, 4, 2, 2, 8, 2, 32, 4, 32, 8]",down
58,352,"[0, 2, 2, 8, 2, 8, 16, 4, 0, 4, 8, 2, 32, 4, 32, 8]",right
59,356,"[4, 8, 0, 0, 2, 8, 16, 4, 4, 8, 2, 2, 32, 4, 32, 8]",left
60,360,"[2, 0, 4, 8, 2, 8, 16, 4, 0, 4, 8, 4, 32, 4, 32, 8]",right
61,360,"[2, 4, 8, 0, 2, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",left
62,360,"[2, 2, 4, 8, 2, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",right
63,364,"[4, 4, 8, 2, 2, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",left
64,372,"[2, 8, 8, 2, 2, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",right
65,388,"[2, 16, 2, 2, 2, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",left
66,392,"[2, 16, 2, 2, 4, 8, 16, 4, 4, 8, 4, 2, 32, 4, 32, 8]",down
67,416,"[0, 2, 2, 2, 2, 16, 16, 4, 8, 16, 4, 2, 32, 4, 32, 8]",down
68,452,"[4, 2, 2, 0, 2, 32, 4, 0, 8, 16, 4, 2, 32, 4, 32, 8]",left
69,456,"[4, 4, 0, 0, 2, 32, 4, 2, 8, 16, 4, 2, 32, 4, 32, 8]",left
70,464,"[8, 2, 0, 0, 2, 32, 4, 2, 8, 16, 4, 2, 32, 4, 32, 8]",left
71,464,"[0, 2, 8, 2, 2, 32, 4, 2, 8, 16, 4, 2, 32, 4, 32, 8]",right
72,476,"[2, 2, 0, 0, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",down
73,480,"[2, 0, 0, 4, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",right
74,480,"[2, 0, 2, 4, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",right
75,484,"[0, 2, 4, 4, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",right
76,492,"[2, 0, 2, 8, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",right
77,496,"[4, 8, 2, 0, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",left
78,496,"[2, 4, 8, 2, 2, 32, 8, 4, 8, 16, 8, 2, 32, 4, 32, 8]",right
79,516,"[0, 4, 2, 2, 4, 32, 16, 4, 8, 16, 8, 2, 32, 4, 32, 8]",down
80,516,"[4, 4, 2, 2, 8, 32, 16, 4, 32, 16, 8, 2, 2, 4, 32, 8]",up
81,528,"[0, 2, 8, 4, 8, 32, 16, 4, 32, 16, 8, 2, 2, 4, 32, 8]",right
82,528,"[2, 8, 4, 2, 8, 32, 16, 4, 32, 16, 8, 2, 2, 4, 32, 8]",left
1,0,"[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
2,0,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]",right
3,4,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4]",down
4,8,"[4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
5,8,"[4, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
6,8,"[0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0]",right
7,8,"[4, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0]",left
8,12,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 4, 4, 4, 0]",down
9,20,"[2, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 8, 4, 0, 0]",left
10,20,"[0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 2, 4, 0, 0, 8, 4]",right
11,20,"[2, 0, 0, 0, 2, 4, 0, 0, 2, 4, 0, 2, 8, 4, 0, 0]",left
12,32,"[4, 8, 0, 2, 2, 4, 0, 0, 8, 0, 0, 4, 0, 0, 0, 0]",up
13,32,"[2, 4, 8, 2, 0, 0, 2, 4, 0, 0, 8, 4, 0, 0, 0, 0]",right
14,32,"[2, 4, 8, 2, 2, 4, 0, 0, 8, 4, 0, 0, 0, 0, 2, 0]",left
15,44,"[4, 8, 8, 2, 8, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]",up
16,60,"[0, 4, 16, 2, 0, 8, 4, 2, 0, 0, 0, 2, 0, 2, 0, 0]",right
17,60,"[4, 16, 2, 0, 8, 4, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0]",left
18,64,"[4, 16, 2, 2, 8, 4, 2, 0, 2, 0, 0, 0, 4, 0, 0, 0]",left
19,68,"[4, 0, 0, 0, 8, 0, 0, 2, 2, 16, 0, 0, 4, 4, 4, 2]",down
20,76,"[4, 0, 0, 0, 8, 2, 0, 0, 2, 16, 4, 0, 8, 4, 2, 0]",left
21,76,"[0, 0, 0, 4, 0, 0, 8, 2, 2, 2, 16, 4, 0, 8, 4, 2]",right
22,80,"[2, 0, 0, 4, 0, 0, 8, 2, 0, 4, 16, 4, 0, 8, 4, 2]",right
23,80,"[2, 4, 8, 4, 0, 8, 16, 2, 0, 0, 4, 4, 2, 0, 0, 2]",up
24,92,"[2, 4, 8, 4, 8, 16, 2, 0, 8, 2, 0, 0, 4, 0, 0, 0]",left
25,92,"[2, 4, 8, 4, 0, 8, 16, 2, 0, 0, 8, 2, 2, 0, 0, 4]",right
26,92,"[2, 4, 8, 4, 8, 16, 2, 2, 8, 2, 0, 0, 2, 4, 0, 0]",left
27,96,"[2, 4, 8, 4, 2, 8, 16, 4, 0, 0, 8, 2, 0, 0, 2, 4]",right
28,108,"[4, 4, 8, 8, 0, 8, 16, 2, 0, 0, 8, 4, 0, 2, 2, 0]",up
29,108,"[0, 0, 8, 0, 0, 4, 16, 8, 2, 8, 8, 2, 4, 2, 2, 4]",down
30,128,"[8, 0, 0, 0, 4, 16, 8, 0, 2, 16, 2, 0, 4, 4, 4, 2]",left
31,136,"[0, 2, 0, 8, 0, 4, 16, 8, 0, 2, 16, 2, 0, 4, 8, 2]",right
32,184,"[0, 2, 0, 0, 2, 4, 0, 16, 0, 2, 32, 2, 0, 4, 8, 2]",down
33,184,"[2, 2, 0, 0, 2, 4, 16, 0, 2, 32, 2, 0, 4, 8, 2, 0]",left
34,188,"[0, 0, 0, 4, 0, 2, 4, 16, 0, 2, 32, 2, 2, 4, 8, 2]",right
35,188,"[4, 2, 0, 0, 2, 4, 16, 0, 2, 32, 2, 0, 2, 4, 8, 2]",left
36,192,"[0, 2, 2, 0, 4, 4, 16, 0, 4, 32, 2, 0, 2, 4, 8, 2]",down
