Move,mean,max,min
367,4583.0,4936,4386
368,4700.666666666667,5196,4390
369,4706.0,5204,4390
370,4711.333333333333,5208,4398
371,4804.0,5208,4400
372,4830.0,5256,4404
373,4854.0,5256,4452
374,4857.0,5260,4454
375,4891.0,5264,4518
376,4897.0,5268,4526
377,4897.0,5268,4526
378,4903.0,5276,4530
379,4903.0,5276,4530
380,4907.0,5280,4534
381,4915.0,5288,4542
382,4923.0,5304,4542
383,4928.0,5304,4552
384,4948.0,5340,4556
385,4984.0,5404,4564
386,4995.0,5406,4584
387,5007.0,5418,4596
388,5019.0,5426,4612
389,5021.0,5426,4616
390,5021.0,5426,4616
391,5031.0,5428,4634
392,5033.0,5432,4634
393,5038.0,5438,4638
394,5040.0,5442,4638
395,5042.0,5442,4642
396,5042.0,5442,4642
397,5050.0,5458,4642
398,5062.0,5478,4646
399,5482.0,5482,5482
400,5490.0,5490,5490
401,5514.0,5514,5514
402,5516.0,5516,5516
403,5520.0,5520,5520
404,5532.0,5532,5532
405,5532.0,5532,5532
406,5532.0,5532,5532
407,5532.0,5532,5532
408,5532.0,5532,5532
409,5536.0,5536,5536
410,5536.0,5536,5536
411,5538.0,5538,5538
412,5542.0,5542,5542
413,5562.0,5562,5562
414,5570.0,5570,5570
415,5574.0,5574,5574
416,5574.0,5574,5574
